sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Sapajus apella	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Sapajus apella	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Potos flavus	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Dasyprocta leporina	RO:0002470	eats		Attalea maripa							"Galvez, Dumas; Jansen, Patrick A.. 2007. Bruchid beetle infestation and the value of Attalea butyracea endocarps for neotropical rodents. Journal of Tropical Ecology. 381-384"
	Dasyprocta leporina	RO:0002470	eats		Attalea maripa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Dasyprocta leporina	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2003. Red-rumped agouti (Dasyprocta leporina) home range use in an Amazonian forest: Implications for the aggregated distribution of forest trees. Biotropica. 74-83"
	Dasyprocta leporina	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta leporina	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Dasyprocta leporina	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Dasyprocta leporina	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ateles belzebuth	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Ateles chamek	RO:0002470	eats		Bactris gasipaes							"Felton, Annika M.; Felton, Adam; Wood, Jeff T.; Lindenmayer, David B.. 2008. Diet and feeding ecology of Ateles chamek in a bolivian semihumid forest: The importance of Ficus as a staple food resource. International Journal of Primatology. 379-403"
	Cuniculus paca	RO:0002470	eats		Bactris gasipaes							"Beck-King, H.; von Helversen, O.; Beck-King, R.. 1999. Home range, population density, and food resources of Agouti paca (Rodentia : Agoutidae) in Costa Rica: A study using alternative methods. Biotropica. 675-685"
	Cuniculus paca	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Mazama gouazoubira	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Fragoso, J. M. V.. 1997. Tapir-generated seed shadows: scale-dependent patchiness in the Amazon rain forest. Journal of Ecology. 519-529"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Pecari tajacu	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Fragoso, J. M. V.; Huffman, J. M.. 2000. Seed-dispersal and seedling recruitment patterns by the last Neotropical megafaunal element in Amazonia, the tapir. Journal of Tropical Ecology. 369-385"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Pecari tajacu	RO:0002470	eats		Manicaria saccifera							"Myers, Ronald L.. 2013. Predation, removal and seed dispersal in a wetland dominated by palms (Arecaceae).. Revista De Biologia Tropical. 67-85"
	Pecari tajacu	RO:0002470	eats		Attalea maripa							"Salm, R.. 2006. Invertebrate and vertebrate seed predation in the Amazonian palm Attalea maripa. Biotropica. 558-560"
	Mazama americana	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Mazama americana	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tayassu pecari	RO:0002470	eats		Attalea maripa							"Fragoso, J. M. V.. 1997. Tapir-generated seed shadows: scale-dependent patchiness in the Amazon rain forest. Journal of Ecology. 519-529"
	Tayassu pecari	RO:0002470	eats		Attalea maripa							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Tayassu pecari	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Tayassu pecari	RO:0002470	eats		Attalea maripa							"Fragoso, J. M. V.; Huffman, J. M.. 2000. Seed-dispersal and seedling recruitment patterns by the last Neotropical megafaunal element in Amazonia, the tapir. Journal of Tropical Ecology. 369-385"
	Tayassu pecari	RO:0002470	eats		Attalea maripa							"Salm, R.. 2006. Invertebrate and vertebrate seed predation in the Amazonian palm Attalea maripa. Biotropica. 558-560"
	Odocoileus virginianus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Odocoileus virginianus	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Giombini, Mariano I.; Bravo, Susana P.; Martinez, Mariela F.. 2009. Seed Dispersal of the Palm Syagrus romanzoffiana by Tapirs in the Semi-deciduous Atlantic Forest of Argentina. Biotropica. 408-413"
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Olmos, F.; Pardini, R.; Boulhosa, R. L. P.; Burgi, R.; Morsello, C.. 1999. Do tapirs steal food from palm seed predators or give them a lift?. Biotropica. 375-379"
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus terrestris	RO:0002470	eats		Attalea attaleoides							"de Freitas, Cintia Gomes; Capellotto Costa, Flavia Regina; Svenning, Jens-Christian; Balslev, Henrik. 2012. Topographic separation of two sympatric palms in the central Amazon - does dispersal play a role?. Acta Oecologica-International Journal of Ecology. 128-135"
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Fragoso, J. M. V.; Silvius, K. M.; Correa, J. A.. 2003. Long-distance seed dispersal by tapirs increases seed survival and aggregates tropical trees. Ecology. 1998-2006"
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus terrestris	RO:0002470	eats		Attalea maripa							"Salm, R.. 2006. Invertebrate and vertebrate seed predation in the Amazonian palm Attalea maripa. Biotropica. 558-560"
	Tapirus bairdii	RO:0002470	eats		Attalea maripa							"O'Farrill, Georgina; Galetti, Mauro; Campos-Arceiz, Ahimsa. 2013. Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative Zoology. Apr-17"
	Tapirus bairdii	RO:0002470	eats		Bactris gasipaes							"O'Farrill, Georgina; Galetti, Mauro; Campos-Arceiz, Ahimsa. 2013. Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative Zoology. Apr-17"
	Colossoma macropomum	RO:0002470	eats		Attalea maripa							"Horn, Michael H.; Correa, Sandra Bibiana; Parolin, Pia; Pollux, B. J. A.; Anderson, Jill T.; Lucas, Christine; Widmann, Peter; Tjiu, Albertus; Galetti, Mauro; Goulding, Michael. 2011. Seed dispersal by fishes in tropical and temperate fresh waters: The growing evidence. Acta Oecologica-International Journal of Ecology. 561-577"
	Piaractus brachypomus	RO:0002470	eats		Attalea maripa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Serrasalmus manueli	RO:0002470	eats		Bactris gasipaes							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Chelonoidis denticulata	RO:0002470	eats		Attalea maripa							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Oxysternon festivum	RO:0002470	eats		Attalea maripa							"Silvius, K. M.; Fragoso, J. M. V.. 2002. Pulp handling by vertebrate seed dispersers increases palm seed predation by bruchid beetles in the northern Amazon. Journal of Ecology. 1024-1032"
	Colossoma macropomum	RO:0002470	eats		Attalea maripa							"Silva, Jorge Antonio Moreira da; Pereira-Filho, Manoel; Oliveria-Pereira, Maria Inêz de. 2003. Valor nutricional e energ_tico de esp_cies vegetais importantes na alimentaç‹o do Tambaqui. Acta Amazonica. 687-700"
	Ara ararauna	RO:0002470	eats		Syagrus oleracea							"Ragusa-Netto, Jose. 2006. Dry fruits and the abundance of the Blue-and-Yellow Macaw (Ara ararauna) at a cerrado remnant in central Brazil. Ornitologia Neotropical. 491-500"
	Ara ararauna	RO:0002470	eats		Syagrus oleracea							"Santos, A. A.; Ragusa-Netto, J.. 2014. Plant food resources exploited by Blue-and-Yellow Macaws (Ara ararauna, Linnaeus 1758) at an urban area in Central Brazil. Brazilian Journal of Biology. 429-437"
	Pecari tajacu	RO:0002470	eats		Syagrus oleracea							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pecari tajacu	RO:0002470	eats		Syagrus oleracea							"Keuroghlian, Alexine; Eaton, Donald P.. 2008. Fruit availability and peccary frugivory in an isolated Atlantic forest fragment: Effects on peccary ranging behavior and habitat use. Biotropica. 62-70"
	Tayassu pecari	RO:0002470	eats		Syagrus oleracea							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Tayassu pecari	RO:0002470	eats		Syagrus oleracea							"Keuroghlian, Alexine; Eaton, Donald P.. 2008. Fruit availability and peccary frugivory in an isolated Atlantic forest fragment: Effects on peccary ranging behavior and habitat use. Biotropica. 62-70"
	Salvator merianae	RO:0002470	eats		Syagrus oleracea							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tupinambis meriane	RO:0002470	eats		Syagrus oleracea							"Castro, Everaldo Rodrigo de; Galetti, Mauro. 2004. Frugivoria e dispers‹o de sementes pelo lagarto teiœ Tupinambis merianae (Reptilia: Teiidae). Pap_is Avulsos de Zoologia (S‹o Paulo). 91-97"
	Loxodonta africana	RO:0002470	eats		Hyphaene coriacea							"Bunney, K.. 2014. Seed Dispersal in South African Trees. MSc. Thesis, Cape Town University. "
	Brycon amazonicus	RO:0002470	eats		Mauritiella aculeata							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Brycon melanopterus	RO:0002470	eats		Mauritiella aculeata							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Myloplus asterias	RO:0002470	eats		Mauritiella aculeata							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Myloplus rubripinnis	RO:0002470	eats		Mauritiella aculeata							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Liomys salvini	RO:0002470	eats		Acrocomia aculeata							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Turdus leucomelas	RO:0002470	eats		Elaeis guineensis							"Andrade, Pedro Cortes; Lino Mota, Joao Vitor; Freire de Carvalho, Anderson Abbehusen. 2011. Mutual interactions between frugivorous birds and plants in an urban fragment of Atlantic Forest, Salvador, BA. Revista Brasileira De Ornitologia. 63-73"
	Sigmodon hispidus	RO:0002470	eats		Acrocomia aculeata							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Cyanocorax cyanopogon	RO:0002470	eats		Acrocomia aculeata							"Purificacao, Keila Nunes; Pascotto, Marcia Cristina; Pedroni, Fernando; Nogueira Pereira, Jessiane Mayara; Lima, Naftali Alves. 2014. Interactions between frugivorous birds and plants in savanna and forest formations of the Cerrado. Biota Neotropica. "
	Sciurus ingrami	RO:0002470	eats		Allagoptera caudescens							"Ribeiro, Luci Ferreira; Machado Conde, Luciana Onecia; Tabarelli, Marcelo. 2010. PREDATION AND REMOVAL OF SEEDS FROM FIVE SPECIES OF PALMS BY Guerlinguetus ingrami (Thomas, 1901) IN AN URBAN FRAGMENT OF THE MONTANE ATLANTIC FOREST. Revista Arvore. 637-649"
